County Level Latest Data for Maryland
Date generated: Tue Dec 13 2022 17:35:38 GMT-0500 (Eastern Standard Time)
FIPS code,State Name,County,Weekly Cases,Weekly Case rate /100k,% Change in weekly Cases from past week,Test positivity rate - last 7 days,Test positivity rate - absolute change,Total diagnostic tests - last 7 days,Total diagnostic tests per 100k - last 7 days,Total diagnostic tests - % change from previous week,Weekly Deaths,Total admissions of confirmed COVID-19 patients over the past 7 days of reports per 100000 people including both adult and pediatric patients,Weekly Death rate /100k,% Change in weekly Deaths from past week,Population density - county,Average household size - county,Percent uninsured - county,Poverty rate - county,Percent population 65+ yrs - county,SVI,CCVI,Current date,Start date of 7 day window being captured in the case/death metrics,End date of 7 day window being captured in the case/death metrics,Start date of 7 day window being captured in the testing metrics,End date of 7 day window being captured in the testing metrics,Date of hospital data reports included in the latest table for a given county,Total number of hospitals reporting in a county for a particular day,Total admissions of confirmed COVID-19 patients over the past 7 days of reports including both adult and pediatric patients,Week over week percentage change in total COVID-19 admissions,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Week over week absolute change in percentage of staffed adult inpatient beds used by confirmed COVID-19 patients,Week over week absolute change in percentage of staffed adult ICU beds used by confirmed COVID-19 patients,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Poverty rate - state,Percent population 65+ years - state,Population density - state,Average household size - state,Percent uninsured - state,Population density - US,Average household size - US,Percent uninsured - US,Poverty rate - US,Percent population 65+ years - US,Total county population,Metropolitan status,NCHS urban/rural class,RUCC description,Total state population,Total US population,Health Service Area Number
24025,Maryland,Harford County,216,84.56,36.71,10.8,-1.14,2172,845.78,183.92,0,6.7,0.00,-100,584.37,2.67,3.7,7.6,16.56,0.0933,0.13,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,17,8.9,4.2,0,0.2,3.5,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,255441,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,6045680,331996199,75
24027,Maryland,Howard County,354,108.69,69.38,13.28,1.77,2787,849.18,174.85,suppressed,11.5,suppressed,N/A,1297.84,2.77,4,5.4,14.28,0.1306,0.19,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,37,10.4,4.8,0.2,0,3.9,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,325690,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,6045680,331996199,16
24029,Maryland,Kent County,16,82.38,77.78,6.76,-3.92,151,786.79,106.85,0,0,0.00,0,70.11,2.27,5.4,12.3,27.1,0.4277,0.54,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,0,N/A,26.2,13.1,N/A,N/A,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,19422,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,6045680,331996199,124
24031,Maryland,Montgomery County,1399,133.15,64.01,12.72,0.98,12829,1219.7,168.61,11,9.7,1.05,266.67,2130.94,2.79,7.4,6.9,16.06,0.3255,0.28,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,6,102,7.1,5.9,0.6,0.4,5.8,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,1050688,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,6045680,331996199,61
24033,Maryland,Prince George's County,1268,139.44,83.24,12.66,1.8,11450,1258.78,165.97,suppressed,9.7,suppressed,0,1884.02,2.87,10.8,8.9,13.89,0.6261,0.56,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,4,88,7.1,5.9,0.6,0.4,5.8,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,909327,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,6045680,331996199,61
24035,Maryland,Queen Anne's County,44,87.33,18.92,14.79,-0.74,358,699.67,211.3,0,0.7,0.00,0,135.55,2.69,4.4,5.5,19.22,0.022,0.11,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,0,-75,11.5,2.8,-16.1,8,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,50381,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,6045680,331996199,107
24039,Maryland,Somerset County,19,74.17,72.73,12.26,-2.78,154,605.04,120,0,15.9,0.00,0,80.11,2.34,6.8,20.4,17.32,0.8978,0.58,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,4,11.8,5.8,0.5,2.5,8.9,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,25616,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,6045680,331996199,3
24037,Maryland,St. Mary's County,130,114.53,78.08,19.25,4.48,807,703.65,241.95,0,9.7,0.00,-100,316.45,2.69,5.8,8.3,13.39,0.2086,0.21,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,11,7.1,5.9,0.6,0.4,5.8,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,113510,Metro,Small metro,Counties in metro areas of fewer than 250000 population,6045680,331996199,61
24041,Maryland,Talbot County,30,80.69,-18.92,10.26,1.25,360,973.71,260,suppressed,0.7,suppressed,N/A,138.45,2.21,4.8,9.5,29.74,0.1331,0.31,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,0,-75,11.5,2.8,-16.1,8,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,37181,Non-metro,Micropolitan,Urban population of 2500 to 19999 adjacent to a metro area,6045680,331996199,107
24043,Maryland,Washington County,105,69.51,101.92,7.08,0.65,1311,867.37,131.22,suppressed,7.2,suppressed,100,329.97,2.52,6.2,12.7,17.5,0.614,0.56,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,11,-46.5,6.4,0.3,-2.5,0.5,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,151049,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,6045680,331996199,72
24045,Maryland,Wicomico County,110,106.17,86.44,10.77,-1.16,1226,1178.96,208.04,0,15.9,0.00,0,276.72,2.61,6.9,15.2,16.35,0.7739,0.6,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,17,11.8,5.8,0.5,2.5,8.9,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,103609,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,6045680,331996199,3
24047,Maryland,Worcester County,23,44.00,43.75,12.09,6.09,381,727.06,252.78,0,15.9,0.00,0,111.61,2.34,5.9,9.3,28.23,0.2803,0.41,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,8,11.8,5.8,0.5,2.5,8.9,9.4,15.87,622.82,2.67,6.5,94,2.52,9.2,10.5,16.3,52276,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,6045680,331996199,3
