County Level Latest Data for New York
Date generated: Tue Dec 13 2022 18:48:06 GMT-0500 (Eastern Standard Time)
FIPS code,State Name,County,Weekly Cases,Weekly Case rate /100k,% Change in weekly Cases from past week,Test positivity rate - last 7 days,Test positivity rate - absolute change,Total diagnostic tests - last 7 days,Total diagnostic tests per 100k - last 7 days,Total diagnostic tests - % change from previous week,Weekly Deaths,Total admissions of confirmed COVID-19 patients over the past 7 days of reports per 100000 people including both adult and pediatric patients,Weekly Death rate /100k,% Change in weekly Deaths from past week,Population density - county,Average household size - county,Percent uninsured - county,Poverty rate - county,Percent population 65+ yrs - county,SVI,CCVI,Current date,Start date of 7 day window being captured in the case/death metrics,End date of 7 day window being captured in the case/death metrics,Start date of 7 day window being captured in the testing metrics,End date of 7 day window being captured in the testing metrics,Date of hospital data reports included in the latest table for a given county,Total number of hospitals reporting in a county for a particular day,Total admissions of confirmed COVID-19 patients over the past 7 days of reports including both adult and pediatric patients,Week over week percentage change in total COVID-19 admissions,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Week over week absolute change in percentage of staffed adult inpatient beds used by confirmed COVID-19 patients,Week over week absolute change in percentage of staffed adult ICU beds used by confirmed COVID-19 patients,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Poverty rate - state,Percent population 65+ years - state,Population density - state,Average household size - state,Percent uninsured - state,Population density - US,Average household size - US,Percent uninsured - US,Poverty rate - US,Percent population 65+ years - US,Total county population,Metropolitan status,NCHS urban/rural class,RUCC description,Total state population,Total US population,Health Service Area Number
36049,New York,Lewis County,28,106.48,55.56,6.7,-3.24,371,1416.73,48.4,0,4.5,0.00,0,20.63,2.57,6.6,14.1,19.01,0.2911,0.32,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,1,-21.4,2.3,0.5,0,0,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,26296,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,19453561,331996199,80
36051,New York,Livingston County,47,74.71,51.61,5.01,-2.07,816,1307.73,9.97,0,10.6,0.00,0,99.59,2.36,3.3,13.6,18.34,0.3424,0.44,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,7,-9.5,6,-0.2,0.7,3.4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,62914,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,54
36053,New York,Madison County,52,73.30,136.36,6.36,-0.5,937,1329.49,42.4,0,10.8,0.00,0,108.33,2.54,4.8,9.9,18.88,0.1666,0.24,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,8,143.8,4.1,2.1,1.5,2.3,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,70941,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,59
36055,New York,Monroe County,619,83.45,41,7.21,0.16,10904,1471.72,12.95,suppressed,10.6,suppressed,0,1129.25,2.38,3.8,14.7,17.86,0.5204,0.77,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,5,79,-9.5,6,-0.2,0.7,3.4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,741770,Metro,Large central metro,Counties in metro areas of 1 million population or more,19453561,331996199,54
36057,New York,Montgomery County,31,62.98,6.9,12.72,3.21,501,1018.91,28.46,0,7.8,0.00,0,122.1,2.46,6.6,19.9,18.91,0.8306,0.94,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,4,300,3.1,0.3,0,0,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,49221,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,19453561,331996199,76
36059,New York,Nassau County,4078,300.53,34.32,13.77,0,31672,2343.76,15.16,24,26.3,1.77,71.43,4767.28,3,4.8,5.7,18.18,0.243,0.35,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,8,357,2.1,11.1,0.7,0.6,9,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,1356924,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,83
36061,New York,New York County,3757,230.67,23.14,11.37,0.17,42033,2607.52,14.02,16,14.1,0.98,0,71874.14,2.07,5.8,16.6,16.95,0.551,0.69,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,14,230,-8.9,7.8,0.4,-0.1,7,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,1628706,Metro,Large central metro,Counties in metro areas of 1 million population or more,19453561,331996199,94
36063,New York,Niagara County,125,59.73,26.26,11.92,1.88,1408,675.64,1.66,0,10.6,0.00,0,400.65,2.35,3.6,13.4,19.52,0.3318,0.54,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,22,-9.5,6,-0.2,0.7,3.4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,209281,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,54
36065,New York,Oneida County,157,68.66,36.52,4.8,0.12,3120,1372.36,26.32,0,10.8,0.00,-100,188.62,2.42,4.2,16.1,19.17,0.6946,0.8,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,25,143.8,4.1,2.1,1.5,2.3,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,228671,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,59
36067,New York,Onondaga County,285,61.89,13.1,6.03,0.89,6876,1497.34,0.57,suppressed,8.9,suppressed,50,591.64,2.4,4.1,14.6,17.53,0.5207,0.73,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,4,41,34.9,4.3,0.1,0.2,4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,460528,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,56
36069,New York,Ontario County,103,93.83,101.96,6.37,0.2,1887,1714.04,16.34,suppressed,9.3,suppressed,0,170.45,2.39,4,9.6,20.61,0.2315,0.47,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,10,-7.7,5.3,-1.3,2.1,8.2,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,109777,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,21
36071,New York,Orange County,694,180.29,27.81,14.04,1.26,7957,2065.5,-29.06,suppressed,15.3,suppressed,N/A,473.88,2.9,5.2,11.8,14.32,0.5538,0.72,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,59,17.9,8.5,2.6,0.2,6.6,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,384940,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,86
36073,New York,Orleans County,28,69.39,16.67,4.96,-1.37,495,1238.18,19.28,suppressed,10.6,suppressed,0,103.13,2.33,5.5,14.3,18.42,0.643,0.77,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,4,-9.5,6,-0.2,0.7,3.4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,40352,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,54
36075,New York,Oswego County,101,86.23,68.33,7.16,0.92,1776,1526.48,32.93,suppressed,8.9,suppressed,N/A,123.08,2.48,5,17.9,16.81,0.6497,0.63,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,10,34.9,4.3,0.1,0.2,4,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,117124,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,56
36077,New York,Otsego County,43,72.28,34.38,5.59,-1.86,730,1243.59,13,suppressed,4.9,suppressed,0,59.39,2.32,5.7,15.4,21.74,0.4236,0.31,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,3,-57.1,4.1,-0.9,3.6,11.2,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,59493,Non-metro,Micropolitan,Urban population of 2500 to 19999 not adjacent to a metro area,19453561,331996199,58
36079,New York,Putnam County,183,186.13,15.09,11.4,-1.58,2306,2340.36,20.86,0,17.9,0.00,0,426.87,2.77,4.6,5.3,18.03,0.0812,0.32,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,18,17.9,7.3,0.4,0.8,9.1,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,98320,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,41
36081,New York,Queens County,8280,367.37,36.63,14.94,-0.55,48739,2189.71,14.16,36,14.1,1.60,16.13,20719.74,2.91,10.5,13,16.34,0.6201,0.73,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,6,318,-8.9,7.8,0.4,-0.1,7,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,2253858,Metro,Large central metro,Counties in metro areas of 1 million population or more,19453561,331996199,94
36083,New York,Rensselaer County,159,100.18,41.96,6.16,-3.83,2093,1323.78,8.45,0,17.6,0.00,-100,243.26,2.38,4.3,12,17.52,0.343,0.57,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,28,29.4,5.4,0.3,5.5,11,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,158714,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,10
36085,New York,Richmond County,1395,292.98,31.6,11.68,-0.19,9570,2013.35,-4.54,suppressed,14.1,suppressed,0,8277.83,2.81,4.9,12.8,16.66,0.4764,0.6,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,67,-8.9,7.8,0.4,-0.1,7,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,476143,Metro,Large central metro,Counties in metro areas of 1 million population or more,19453561,331996199,94
36087,New York,Rockland County,716,219.77,35.35,13.76,7.08,11341,3476.43,79.47,suppressed,12.5,suppressed,N/A,1878.35,3.17,6.1,14.3,15.89,0.6038,0.77,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,41,-6.7,6.1,0.3,0.1,4.2,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,325789,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,36
36091,New York,Saratoga County,227,98.75,74.62,8.06,0.87,2927,1270.96,17.22,suppressed,8.7,suppressed,-66.67,283.78,2.38,3.5,6.2,18.81,0.0475,0.19,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,20,15.4,3.1,-0.2,2.6,7.7,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,229863,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,88
36093,New York,Schenectady County,151,97.23,64.13,7.62,-0.61,2099,1351.07,16.03,suppressed,8.7,suppressed,-50,759.11,2.82,4.8,11.4,17.35,0.3943,0.69,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,14,15.4,3.1,-0.2,2.6,7.7,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,155299,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,88
36095,New York,Schoharie County,26,83.87,116.67,6.7,0.71,390,1252.73,17.12,0,4.9,0.00,0,49.85,2.38,4.2,13.2,22.73,0.4013,0.28,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,2,-57.1,4.1,-0.9,3.6,11.2,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,30999,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,19453561,331996199,58
36097,New York,Schuyler County,16,89.85,14.29,6.51,-1.29,282,1594.57,9.3,0,13.7,0.00,0,54.23,2.43,5.6,13.9,21.96,0.3691,0.48,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,2,-25,6.9,0.1,1.5,5.6,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,17807,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,19453561,331996199,65
36099,New York,Seneca County,18,52.92,5.88,3.92,0.09,694,2041.72,48.93,0,9.3,0.00,0,105.08,2.33,9.6,12.4,19.63,0.449,0.59,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,3,-7.7,5.3,-1.3,2.1,8.2,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,34016,Non-metro,Micropolitan,Urban population of 2500 to 19999 adjacent to a metro area,19453561,331996199,21
36089,New York,St. Lawrence County,57,52.91,90,4.85,0.63,1375,1282.83,20.19,0,4.5,0.00,-100,40.21,2.34,5.9,17.7,17.97,0.7475,0.58,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,4,5,-21.4,2.3,0.5,0,0,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,107740,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,19453561,331996199,80
36101,New York,Steuben County,109,114.28,17.2,8.07,-1.06,1831,1934.35,19.91,suppressed,13.7,suppressed,0,68.59,2.37,5.8,14,20.14,0.4691,0.54,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,4,13,-25,6.9,0.1,1.5,5.6,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,95379,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,19453561,331996199,65
36103,New York,Suffolk County,4414,298.93,58.66,14.21,0.73,28208,1913.35,21.05,21,26.3,1.42,16.67,1619.42,2.99,5.4,7.1,17.33,0.2146,0.53,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,9,389,2.1,11.1,0.7,0.6,9,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,1476601,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,19453561,331996199,83
36105,New York,Sullivan County,113,149.80,6.6,8.17,-0.27,1701,2244,6.78,0,15.3,0.00,0,77.91,2.56,6.1,14.7,19.33,0.7939,0.87,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,12,17.9,8.5,2.6,0.2,6.6,14.6,16.94,412.8,2.6,6.5,94,2.52,9.2,10.5,16.3,75432,Non-metro,Noncore,Urban population of 20000 or more adjacent to a metro area,19453561,331996199,86
