County Level Latest Data for Florida
Date generated: Tue Dec 13 2022 18:46:55 GMT-0500 (Eastern Standard Time)
FIPS code,State Name,County,Weekly Cases,Weekly Case rate /100k,% Change in weekly Cases from past week,Test positivity rate - last 7 days,Test positivity rate - absolute change,Total diagnostic tests - last 7 days,Total diagnostic tests per 100k - last 7 days,Total diagnostic tests - % change from previous week,Weekly Deaths,Total admissions of confirmed COVID-19 patients over the past 7 days of reports per 100000 people including both adult and pediatric patients,Weekly Death rate /100k,% Change in weekly Deaths from past week,Population density - county,Average household size - county,Percent uninsured - county,Poverty rate - county,Percent population 65+ yrs - county,SVI,CCVI,Current date,Start date of 7 day window being captured in the case/death metrics,End date of 7 day window being captured in the case/death metrics,Start date of 7 day window being captured in the testing metrics,End date of 7 day window being captured in the testing metrics,Date of hospital data reports included in the latest table for a given county,Total number of hospitals reporting in a county for a particular day,Total admissions of confirmed COVID-19 patients over the past 7 days of reports including both adult and pediatric patients,Week over week percentage change in total COVID-19 admissions,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Week over week absolute change in percentage of staffed adult inpatient beds used by confirmed COVID-19 patients,Week over week absolute change in percentage of staffed adult ICU beds used by confirmed COVID-19 patients,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Poverty rate - state,Percent population 65+ years - state,Population density - state,Average household size - state,Percent uninsured - state,Population density - US,Average household size - US,Percent uninsured - US,Poverty rate - US,Percent population 65+ years - US,Total county population,Metropolitan status,NCHS urban/rural class,RUCC description,Total state population,Total US population,Health Service Area Number
12031,Florida,Duval County,594,62.02,35,11.33,2.09,7159,740.54,10.44,suppressed,6.7,suppressed,-75,1255.86,2.55,12,15.5,14.47,0.692,0.97,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,8,65,6.4,2.6,0.6,0.6,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,957755,Metro,Large central metro,Counties in metro areas of 1 million population or more,21477737,331996199,158
12033,Florida,Escambia County,174,54.66,23.4,6.29,-4,2760,856.18,-12.07,suppressed,8.1,suppressed,100,484.52,2.47,10.2,13.9,17.14,0.4863,0.73,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,4,26,4.599999999999999,1.7,-0.1,1.2,2.5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,318316,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,163
12035,Florida,Flagler County,56,48.66,1.82,10.14,-1.1,448,378.22,16.67,suppressed,6.7,suppressed,-66.67,237.21,2.62,12.7,11.9,31.19,0.2799,0.61,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,8,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,115081,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,142
12037,Florida,Franklin County,5,41.24,N/A,3.33,-3.19,30,245.88,-14.29,0,6.5,0.00,0,22.24,2.35,18.3,20.7,24.13,0.8083,0.91,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,1,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,12125,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,183
12039,Florida,Gadsden County,33,72.27,65,9.87,-0.02,198,437.31,13.14,0,6.5,0.00,0,88.44,2.47,14.9,24.6,18.7,0.9901,0.99,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,3,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,45660,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,183
12041,Florida,Gilchrist County,7,37.67,16.67,8.33,7.37,115,608.95,29.21,0,15.9,0.00,-100,53.14,2.5,18.1,17.9,20.65,0.7567,0.79,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,3,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,18582,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,159
12043,Florida,Glades County,1,7.24,-75,11.11,3.97,18,126.78,-28,0,10.2,0.00,0,17.12,2.71,19.9,17,27.57,0.9048,0.88,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,21.8,3.6,0.3,0,2.7,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,13811,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,165
12045,Florida,Gulf County,8,58.66,33.33,2.65,0.13,120,886.66,17.65,0,5.8,0.00,0,24.64,2.55,11.4,13.9,26.5,0.592,0.66,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,1,240,1.9,0.5,0.2,1.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,13639,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,155
12047,Florida,Hamilton County,8,55.45,60,5.26,-1.15,78,537.15,30,0,15.9,0.00,0,28.08,2.44,14.3,29.5,18.46,0.9908,0.98,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,2,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,14428,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,159
12049,Florida,Hardee County,14,51.97,75,9.84,0.85,83,309.45,29.69,0,6.5,0.00,0,42.25,3.22,12.2,26.7,17.43,0.9831,0.92,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,2,19.1,2.2,0.2,-0.4,2.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,26937,Non-metro,Micropolitan,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,202
12051,Florida,Hendry County,39,92.81,-25,7.47,0.51,164,383.06,28.13,0,10.2,0.00,0,36.34,3.17,26.2,26.8,13.75,0.9939,0.97,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,4,21.8,3.6,0.3,0,2.7,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,42022,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,21477737,331996199,165
12053,Florida,Hernando County,94,48.47,14.63,11.67,1.9,783,393.88,5.38,suppressed,9.5,suppressed,-80,410.01,2.46,12.6,14.3,27.51,0.549,0.79,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,18,7.8,2.6,0.2,-0.3,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,193920,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,227
12055,Florida,Highlands County,59,55.54,-18.06,18.24,7.3,352,330.09,-3.03,0,6.5,0.00,0,104.38,2.44,12.7,19.2,36.05,0.8729,0.96,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,2,7,19.1,2.2,0.2,-0.4,2.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,106221,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,202
12057,Florida,Hillsborough County,1082,73.51,48.22,10.86,1.23,6288,419.77,14.93,suppressed,9.5,suppressed,-50,1440.39,2.63,13,15.3,14.54,0.6701,0.92,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,12,140,7.8,2.6,0.2,-0.3,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,1471968,Metro,Large central metro,Counties in metro areas of 1 million population or more,21477737,331996199,227
12059,Florida,Holmes County,3,15.29,-25,0,-11.76,17,86.76,30.77,0,5.8,0.00,-100,40.97,2.51,18.9,25.6,19.99,0.9347,0.96,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,1,240,1.9,0.5,0.2,1.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,19617,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,155
12061,Florida,Indian River County,93,58.15,25.68,11.58,-1.89,450,276.89,8.7,suppressed,3.9,suppressed,0,318.08,2.6,12.1,12.2,33.85,0.3962,0.77,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,6,-25,1.6,-0.4,0.4,2.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,159923,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,237
12063,Florida,Jackson County,25,53.86,31.58,6.63,1.04,303,657.48,-17.89,0,5.8,0.00,0,50.55,2.4,11.3,20.6,20.62,0.9583,0.99,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,3,240,1.9,0.5,0.2,1.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,46414,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,155
12065,Florida,Jefferson County,10,70.20,42.86,6.25,-10.17,71,488.21,51.06,0,6.5,0.00,0,23.82,2.04,6.4,14.1,24.65,0.5748,0.71,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,14246,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,183
12067,Florida,Lafayette County,0,0.00,-100,28.57,28.57,32,377.27,68.42,0,15.9,0.00,0,15.5,3.43,17.6,20.1,17.28,0.9806,0.92,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,8422,Non-metro,Noncore,Completely rural or less than 2500 urban population not adjacent to a metro area,21477737,331996199,159
12069,Florida,Lake County,253,68.92,43.75,12.54,0.33,1852,493.22,10.7,suppressed,6.7,suppressed,-66.67,386.13,2.55,11.6,12.5,27.07,0.6029,0.79,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,24,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,367118,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,142
12071,Florida,Lee County,581,75.40,12.16,10.24,-0.58,4209,532.27,46.45,suppressed,10.2,suppressed,-33.33,986.08,2.61,14.3,14,29.15,0.5525,0.83,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,5,78,21.8,3.6,0.3,0,2.7,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,770577,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,165
12073,Florida,Leon County,261,88.90,65.19,13.78,0.3,1308,442.7,9.64,suppressed,6.5,suppressed,100,440.23,2.43,8.2,20.4,13.89,0.4943,0.72,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,19,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,293582,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,183
12075,Florida,Levy County,15,36.14,-31.82,7.38,2.78,238,563.79,-11.85,0,15.9,0.00,-100,37.12,2.41,15.5,20.7,25.15,0.7793,0.89,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,7,25.4,3.2,0.9,1.7,5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,41503,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,159
12077,Florida,Liberty County,5,59.85,N/A,13.33,7.27,29,346.72,-17.14,0,6.5,0.00,0,10,2.9,18.5,13,15.04,0.8334,0.76,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,8354,Non-metro,Noncore,Completely rural or less than 2500 urban population adjacent to a metro area,21477737,331996199,183
12079,Florida,Madison County,7,37.85,16.67,11.67,9.92,61,326.08,41.86,0,6.5,0.00,0,26.55,2.45,13.1,28.2,21.1,0.9608,0.98,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,0,1,52.6,1.5,0.1,-0.4,0.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,18493,Non-metro,Noncore,Urban population of 2500 to 19999 adjacent to a metro area,21477737,331996199,183
12081,Florida,Manatee County,279,69.19,46.07,10.83,1.86,2044,497.06,14.77,suppressed,5.7,suppressed,40,542.28,2.57,12.7,12.5,28.06,0.5197,0.81,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,23,-20.7,3,0,-0.3,4.9,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,403253,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,266
12083,Florida,Marion County,285,77.96,85.06,10.8,0.86,1522,407.48,28.22,suppressed,7.8,suppressed,-90,230.15,2.48,12.3,16.6,29.18,0.7535,0.92,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,28,-9.1,3.1,-0.6,-2.5,2.4,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,365579,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,233
12085,Florida,Martin County,93,57.76,-2.11,11.52,1.46,876,540.45,29.78,suppressed,8.2,suppressed,100,296.05,2.41,11.5,10.5,31.53,0.399,0.8,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,13,-8.2,2.7,0.7,0.9,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,161000,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,221
12086,Florida,Miami-Dade County,4722,173.80,60.78,19.66,1.45,30174,1114.54,18.47,12,8.4,0.44,-25,1430.09,3.07,18.1,18,16.66,0.8175,0.9,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,21,229,2.6,2.7,0.3,0.2,3.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,2716940,Metro,Large central metro,Counties in metro areas of 1 million population or more,21477737,331996199,200
12087,Florida,Monroe County,28,37.72,-26.32,9.17,-0.91,240,324.76,0,0,8.4,0.00,0,75.51,2.39,17.8,11.8,23.75,0.4557,0.66,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,6,2.6,2.7,0.3,0.2,3.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,74228,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,21477737,331996199,200
12089,Florida,Nassau County,64,72.21,20.75,17,1.82,284,311.7,14.98,0,6.7,0.00,-100,136.62,2.55,11,10.2,22.83,0.2459,0.64,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,6,6.4,2.6,0.6,0.6,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,88625,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,158
12091,Florida,Okaloosa County,108,51.25,111.76,7.72,-3.06,466,218.96,4.25,0,8.1,0.00,-100,226.55,2.52,12.2,11.5,16.31,0.386,0.71,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,17,4.599999999999999,1.7,-0.1,1.2,2.5,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,210738,Metro,Small metro,Counties in metro areas of fewer than 250000 population,21477737,331996199,163
12093,Florida,Okeechobee County,18,42.69,20,5.04,-1.86,247,583.97,4.22,0,8.2,0.00,-100,54.82,2.73,18.1,22.7,20.12,0.9465,0.98,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,1,3,-8.2,2.7,0.7,0.9,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,42168,Non-metro,Micropolitan,Urban population of 20000 or more adjacent to a metro area,21477737,331996199,221
12095,Florida,Orange County,943,67.67,40.75,14.2,0.89,5666,403.45,8.71,suppressed,6.7,suppressed,50,1545.08,2.81,14.5,16.1,12.31,0.6691,0.86,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,6,93,-8.6,3,0.2,0.2,3,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,1393452,Metro,Large central metro,Counties in metro areas of 1 million population or more,21477737,331996199,142
12097,Florida,Osceola County,315,83.83,16.67,13.78,1.19,2352,610.41,3.07,suppressed,12,suppressed,0,283.04,3.4,15.8,16.3,13.52,0.8178,0.79,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,3,45,50,3.7,0.9,-0.6,2.9,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,375751,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,257
12099,Florida,Palm Beach County,1257,83.98,23.72,15.18,-0.56,8752,580.53,17.67,suppressed,8.2,suppressed,-53.33,761.99,2.6,13.6,12.8,24.36,0.5592,0.8,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,14,123,-8.2,2.7,0.7,0.9,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,1496770,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,221
12101,Florida,Pasco County,386,69.68,39.35,17.63,6.83,1719,301.36,3.31,suppressed,9.5,suppressed,-66.67,741.98,2.52,11.8,13.5,22.65,0.6344,0.84,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,7,53,7.8,2.6,0.2,-0.3,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,553947,Metro,Large fringe metro,Counties in metro areas of 1 million population or more,21477737,331996199,227
12103,Florida,Pinellas County,762,78.15,40.33,8.91,-0.45,3930,402.33,3.61,suppressed,9.5,suppressed,-76.92,3561.28,2.31,11.5,13,25.4,0.5169,0.91,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,13,92,7.8,2.6,0.2,-0.3,2.1,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,974996,Metro,Large central metro,Counties in metro areas of 1 million population or more,21477737,331996199,227
12105,Florida,Polk County,638,88.03,49.41,13.39,0.73,2507,336.71,1.37,suppressed,6.5,suppressed,-69.23,403.21,2.84,13.2,16.6,20.44,0.9035,0.99,2022-12-13,2022-12-01,2022-12-07,2022-11-30,2022-12-06,2022-12-11,5,47,19.1,2.2,0.2,-0.4,2.2,14.8,20.94,400.52,2.65,13.5,94,2.52,9.2,10.5,16.3,724777,Metro,Medium metro,Counties in metro areas of 250000 to 1 million population,21477737,331996199,202
